"","h_type","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"1389","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'"
"1390","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"1391","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1392","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1393","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1394","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1395","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"1396","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"1397","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"1398","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"1399","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'"
"1400","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1401","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Below the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"1402","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1403","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"1404","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1405","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"1406","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1407","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1408","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"1409","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1410","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1411","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1412","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Below the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"1413","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'","'Below the national average'","'Below the national average'","'Not Available'"
"1414","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"1415","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"1416","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"1417","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'"
"1418","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Not Available'"
"1419","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1420","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1421","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1422","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1423","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"1424","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"1425","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"1426","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"1427","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"1428","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1429","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1430","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1431","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"1432","'Acute Care Hospitals'","'Voluntary non-profit - Private'","No","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1433","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1434","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1435","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"1436","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"1437","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1438","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"1439","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1440","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1441","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1442","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1443","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Above the national average'"
"1444","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1445","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Above the national average'"
"1446","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1447","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'"
"1448","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"1449","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1450","'Acute Care Hospitals'","Proprietary","No","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1451","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Below the national average'","'Not Available'"
"1452","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1453","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'","'Same as the national average'"
"1454","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1455","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1456","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1457","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1458","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1459","'Critical Access Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"1460","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1461","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'","'Not Available'","'Not Available'"
"1462","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'"
"1463","'Critical Access Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"1464","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Not Available'","'Same as the national average'"
"1465","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Below the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1466","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"1467","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1468","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1469","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1470","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1471","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1472","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1473","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1474","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1475","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"1476","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1477","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1478","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1479","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1480","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1481","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1482","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'"
"1483","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1484","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"1485","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1486","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'"
"1487","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1488","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1489","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1490","'Acute Care Hospitals'","'Voluntary non-profit - Private'","No","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1491","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1492","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1493","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1494","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"1495","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1496","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"1497","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1498","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Same as the national average'"
"1499","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"1500","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1501","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1502","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1503","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1504","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1505","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1506","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1507","'Critical Access Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1508","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"1509","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1510","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'"
"1511","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1512","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1513","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1514","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"1515","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1516","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1517","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"1518","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"1519","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1520","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"1521","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1522","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"1523","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
