h_ownership,h_es,h_rating,h_mortality,h_soc,h_ra,h_pex,h_eoc,h_toc,h_imaging
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Proprietary,Yes,3,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Proprietary,Yes,3,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Other,Yes,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Proprietary,Yes,3,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Government - State,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average,Above the national average,Above the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average
Government - Hospital District or Authority,Yes,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Government - Local,Yes,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
Government - Local,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Local,Yes,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - State,Yes,3,Below the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average
Proprietary,Yes,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
Government - Local,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Local,Yes,3,Below the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
Proprietary,Yes,3,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Below the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Local,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Local,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Government - Local,Yes,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Other,No,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Proprietary,Yes,3,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Government - State,Yes,3,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Government - Local,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Above the national average
Voluntary non-profit - Other,Yes,3,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,No,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
Government - Local,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
Government - Local,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Proprietary,No,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Proprietary,Yes,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Below the national average
Proprietary,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Below the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Proprietary,Yes,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Below the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
Government - Hospital District or Authority,Yes,3,Below the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Church,Yes,3,Below the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Below the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
Voluntary non-profit - Other,Yes,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average
