,h_type,h_ownership,h_es,h_ehr,h_rating,h_mortality,h_soc,h_ra,h_pex,h_eoc,h_toc,h_imaging
974,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Below the national average','Below the national average','Same as the national average','Above the national average','Same as the national average'
975,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Above the national average','Same as the national average'
976,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Above the national average','Same as the national average','Same as the national average','Below the national average','Below the national average'
977,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
978,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Not Available','Not Available','Same as the national average','Same as the national average','Same as the national average','Above the national average','Not Available'
979,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Below the national average','Same as the national average','Above the national average','Same as the national average','Above the national average','Same as the national average','Same as the national average'
980,'Acute Care Hospitals','Government - Local',No,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Same as the national average','Above the national average','Not Available'
981,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Below the national average','Above the national average','Not Available'
982,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Above the national average','Below the national average','Below the national average','Same as the national average'
983,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average'
984,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Below the national average','Above the national average','Not Available'
985,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Same as the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average'
986,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
987,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average'
988,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Same as the national average','Above the national average','Same as the national average','Same as the national average','Below the national average'
989,'Acute Care Hospitals','Government - State',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Below the national average','Above the national average','Same as the national average','Below the national average','Below the national average'
990,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Above the national average','Same as the national average'
991,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Below the national average','Same as the national average','Not Available'
992,'Acute Care Hospitals','Government - State',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Above the national average','Not Available'
993,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Below the national average','Same as the national average','Above the national average','Same as the national average'
994,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average'
995,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Below the national average','Same as the national average','Not Available'
996,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Same as the national average','Above the national average','Not Available'
997,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
998,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
999,'Acute Care Hospitals','Government - Federal',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1000,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Same as the national average','Same as the national average','Not Available'
1001,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Below the national average','Above the national average','Same as the national average','Above the national average','Below the national average'
1002,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1003,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1004,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average'
1005,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average'
1006,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1007,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Below the national average'
1008,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1009,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1010,'Critical Access Hospitals','Voluntary non-profit - Private',No,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Above the national average','Same as the national average','Same as the national average','Not Available'
1011,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1012,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1013,'Acute Care Hospitals','Government - Local',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Not Available'
1014,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average'
1015,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average','Not Available'
1016,'Acute Care Hospitals',Tribal,Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Below the national average','Not Available','Not Available','Not Available'
1017,'Critical Access Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Not Available','Not Available','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Not Available'
1018,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1019,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1020,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Above the national average','Below the national average','Above the national average','Below the national average','Same as the national average'
1021,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1022,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1023,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Above the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1024,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1025,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Not Available'
1026,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Same as the national average','Below the national average','Same as the national average','Above the national average','Above the national average'
1027,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Below the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1028,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average'
1029,'Acute Care Hospitals','Voluntary non-profit - Other',No,Y,Low Hospital Quality,'Not Available','Same as the national average','Same as the national average','Below the national average','Same as the national average','Not Available','Not Available'
1030,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1031,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Above the national average','Below the national average','Above the national average','Above the national average'
1032,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Below the national average','Above the national average'
1033,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1034,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Below the national average','Same as the national average','Not Available'
1035,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1036,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average'
1037,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Above the national average'
1038,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Not Available','Not Available','Same as the national average','Above the national average','Same as the national average','Above the national average','Not Available'
1039,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Not Available','Not Available','Same as the national average','Same as the national average','Not Available','Not Available','Same as the national average'
1040,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Above the national average','Not Available','Same as the national average','Below the national average','Not Available','Same as the national average','Same as the national average'
1041,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Not Available','Not Available','Not Available'
1042,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1043,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Not Available'
1044,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1045,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Below the national average','Same as the national average','Same as the national average','Above the national average','Not Available'
1046,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Same as the national average','Above the national average','Same as the national average','Above the national average','Below the national average'
1047,'Acute Care Hospitals','Government - Local',Yes,Y,Low Hospital Quality,'Below the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1048,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average'
1049,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Above the national average','Not Available'
1050,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Below the national average','Below the national average','Same as the national average','Above the national average','Same as the national average'
1051,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Above the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1052,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Above the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1053,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Above the national average'
1054,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1055,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Same as the national average','Above the national average','Not Available'
1056,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Below the national average'
1057,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average'
1058,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Below the national average','Above the national average','Same as the national average','Above the national average','Same as the national average'
1059,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Below the national average','Below the national average','Same as the national average','Above the national average','Same as the national average'
1060,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Below the national average','Same as the national average','Above the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1061,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Below the national average'
1062,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Above the national average','Not Available'
1063,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Not Available','Not Available','Same as the national average','Not Available','Same as the national average','Same as the national average','Not Available'
1064,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Same as the national average','Above the national average','Not Available'
1065,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Same as the national average','Above the national average','Same as the national average'
1066,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Above the national average','Same as the national average','Above the national average','Same as the national average'
1067,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Below the national average','Above the national average','Same as the national average'
1068,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Above the national average','Same as the national average'
1069,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Above the national average','Same as the national average','Same as the national average','Below the national average'
1070,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Above the national average','Same as the national average','Same as the national average','Below the national average'
1071,'Critical Access Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Not Available','Not Available','Same as the national average','Above the national average','Same as the national average','Same as the national average','Not Available'
1072,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Below the national average'
1073,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Not Available'
1074,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Below the national average'
1075,'Acute Care Hospitals','Voluntary non-profit - Private',No,Y,Low Hospital Quality,'Same as the national average','Below the national average','Above the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average'
1076,'Acute Care Hospitals','Voluntary non-profit - Church',No,Y,Low Hospital Quality,'Same as the national average','Below the national average','Below the national average','Above the national average','Same as the national average','Below the national average','Same as the national average'
1077,'Acute Care Hospitals',Proprietary,No,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Not Available'
1078,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Above the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Below the national average','Not Available'
1079,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Above the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1080,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1081,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Not Available'
1082,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Below the national average','Above the national average','Same as the national average','Same as the national average','Above the national average'
1083,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Below the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1084,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Above the national average','Below the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1085,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Above the national average','Same as the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1086,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Above the national average','Above the national average','Below the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1087,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Not Available'
1088,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Not Available','Same as the national average','Not Available','Same as the national average','Same as the national average','Not Available','Not Available'
1089,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Not Available','Same as the national average','Not Available','Above the national average','Same as the national average','Not Available','Not Available'
1090,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Not Available','Same as the national average','Not Available','Below the national average','Same as the national average','Not Available','Not Available'
1091,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Not Available','Not Available'
1092,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Not Available','Not Available'
1093,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Above the national average','Above the national average','Below the national average','Below the national average','Same as the national average','Below the national average','Above the national average'
1094,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1095,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1096,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1097,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Above the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1098,'Acute Care Hospitals','Voluntary non-profit - Church',No,Y,Low Hospital Quality,'Below the national average','Above the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1099,'Acute Care Hospitals','Government - Local',Yes,Y,Low Hospital Quality,'Not Available','Same as the national average','Not Available','Below the national average','Same as the national average','Below the national average','Same as the national average'
1100,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Same as the national average','Same as the national average','Below the national average','Above the national average'
1101,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1102,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Below the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1103,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Above the national average','Above the national average','Below the national average','Below the national average','Below the national average','Below the national average','Not Available'
1104,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1105,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Not Available','Same as the national average','Not Available','Same as the national average','Same as the national average','Not Available','Not Available'
1106,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Not Available','Below the national average','Same as the national average','Below the national average','Same as the national average','Not Available','Not Available'
1107,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Not Available','Same as the national average','Not Available','Below the national average','Same as the national average','Not Available','Not Available'
1108,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Above the national average','Above the national average','Not Available','Not Available'
1109,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1110,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1111,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Above the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Above the national average','Not Available'
1112,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Above the national average','Same as the national average','Below the national average','Below the national average'
1113,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Above the national average','Below the national average','Below the national average','Above the national average','Below the national average','Below the national average','Below the national average'
1114,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1115,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Not Available','Same as the national average','Not Available','Same as the national average','Same as the national average','Not Available'
1116,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1117,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average'
1118,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average'
1119,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Below the national average','Not Available'
1120,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Below the national average'
1121,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Above the national average','Below the national average','Above the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1122,'Acute Care Hospitals','Voluntary non-profit - Private',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1123,'Acute Care Hospitals','Voluntary non-profit - Church',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Below the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1124,'Acute Care Hospitals','Government - Hospital District or Authority',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average','Below the national average','Same as the national average'
1125,'Acute Care Hospitals','Government - State',Yes,Y,Low Hospital Quality,'Above the national average','Below the national average','Below the national average','Above the national average','Same as the national average','Below the national average','Below the national average'
1126,'Acute Care Hospitals','Voluntary non-profit - Other',Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Above the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
1127,'Acute Care Hospitals','Government - Local',Yes,Y,Low Hospital Quality,'Same as the national average','Above the national average','Same as the national average','Below the national average','Same as the national average','Below the national average','Not Available'
1128,'Acute Care Hospitals',Proprietary,Yes,Y,Low Hospital Quality,'Same as the national average','Same as the national average','Below the national average','Same as the national average','Same as the national average','Below the national average','Same as the national average'
